"No.","Time","Source","Destination","Protocol","Length","Info"
"35900","157.900898","192.168.7.234","224.0.0.252","LLMNR","75","Standard query 0xba36  AAAA WIN-JJVQTFUFFR8"
"35910","157.959429","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"35912","158.000900","fe80::383f:1ffd:91f7:8c6c","ff02::1:3","LLMNR","95","Standard query 0xba36  AAAA WIN-JJVQTFUFFR8"
"35913","158.000976","192.168.7.234","224.0.0.252","LLMNR","75","Standard query 0xba36  AAAA WIN-JJVQTFUFFR8"
"35914","158.005136","192.168.3.153","192.168.3.255","NBNS","92","Name query NB YAHOO.COM<00>"
"35915","158.013732","192.168.14.62","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"35918","158.078119","10.10.15.243","224.0.0.251","MDNS","118","Standard query 0x0000  ANY linux-17.local, ""QM"" question"
"35919","158.078357","10.10.15.243","224.0.0.251","MDNS","93","Standard query response 0x0000  HINFO, cache flush X86_64 LINUX"
"35920","158.078432","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"35927","158.161691","10.10.14.190","10.10.15.255","NBNS","92","Name query NB DSP16<1c>"
"35933","158.216880","192.168.15.101","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"35935","158.236173","192.168.3.31","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"35936","158.254277","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"35937","158.273720","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"35938","158.278204","10.10.15.243","224.0.0.251","MDNS","112","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:8853 A, cache flush 10.10.15.243"
"35942","158.349189","192.168.3.243","192.168.31.255","NBNS","92","Name query NB QIBRASOB.RU<00>"
"35945","158.356228","192.168.3.210","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"35946","158.358521","192.168.3.206","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"35947","158.371293","10.10.11.96","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _805741C9._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"35948","158.372055","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"35950","158.379013","10.10.12.204","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"35957","158.486713","10.10.10.57","224.0.0.251","MDNS","275","Standard query 0x0000  ANY 7.6.8.e.5.0.e.f.f.f.6.6.f.1.a.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY linux-19.local, ""QM"" question ANY 57.10.10.10.in-addr.arpa, ""QM"" question"
"35958","158.486756","10.10.14.133","224.0.0.251","MDNS","137","Standard query response 0x0000  AAAA, cache flush fe80::ca1f:66ff:fe05:e018 HINFO, cache flush X86_64 LINUX A, cache flush 10.10.14.133"
"35959","158.486765","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"35960","158.492032","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"35961","158.492087","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x9432  A isatap"
"35962","158.492163","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x9432  A isatap"
"35967","158.593892","fe80::5008:af58:f2ec:5898","ff02::1:2","DHCPv6","148","Solicit XID: 0xfb9477 CID: 000100011c559fdc001d092e79bf "
"35968","158.603341","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"35986","158.778935","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"35991","158.833756","192.168.9.146","192.168.31.255","BROWSER","243","Local Master Announcement COMP1, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"35992","158.837117","10.10.13.46","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"35995","158.890973","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","86","Standard query 0x9432  A isatap"
"35996","158.891029","192.168.3.221","224.0.0.252","LLMNR","66","Standard query 0x9432  A isatap"
"36003","158.975122","192.168.15.101","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36007","158.985882","192.168.3.31","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36008","159.010913","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36009","159.028882","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"36011","159.069980","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36012","159.070404","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xe7ad  A wpad"
"36013","159.072041","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"36017","159.098489","192.168.3.210","192.168.31.255","NBNS","92","Name query NB GVAQ70S7HE.RU<00>"
"36019","159.107747","192.168.3.206","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36020","159.108344","10.10.10.123","10.10.15.255","UDP","63","Source port: 57660  Destination port: 32412"
"36021","159.108476","10.10.10.123","10.10.15.255","UDP","63","Source port: 57659  Destination port: 32414"
"36024","159.126243","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x6efc  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"36025","159.126281","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x6efc  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"36029","159.136869","192.168.5.221","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _pgpkey-hkp._tcp.local, ""QM"" question"
"36030","159.137635","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36035","159.160780","10.10.13.3","224.0.0.252","LLMNR","72","Standard query 0xeb4f  ANY VlsiAdmin-PC"
"36037","159.180960","fe80::9de0:89cb:6141:1c52","ff02::1:3","LLMNR","95","Standard query 0x0994  AAAA WIN-JJVQTFUFFR8"
"36038","159.181146","10.10.10.240","224.0.0.252","LLMNR","75","Standard query 0x0994  AAAA WIN-JJVQTFUFFR8"
"36040","159.201114","192.168.3.209","192.168.31.255","NBNS","92","Name query NB ADMIN-PC<00>"
"36044","159.221925","10.10.12.37","224.0.0.251","MDNS","103","Standard query 0x0000  PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"36045","159.222700","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36046","159.231372","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"36053","159.282380","fe80::9de0:89cb:6141:1c52","ff02::1:3","LLMNR","95","Standard query 0x0994  AAAA WIN-JJVQTFUFFR8"
"36054","159.282456","10.10.10.240","224.0.0.252","LLMNR","75","Standard query 0x0994  AAAA WIN-JJVQTFUFFR8"
"36056","159.367718","192.168.9.131","192.168.31.255","NBNS","92","Name query NB ISATAP<00>"
"36058","159.380594","10.10.12.204","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"36059","159.385495","10.10.15.243","224.0.0.251","MDNS","112","Standard query response 0x0000  AAAA, cache flush fe80::7a45:c4ff:fe27:8853 A, cache flush 10.10.15.243"
"36061","159.391294","10.10.14.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"36065","159.406668","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xa7ae  A ACCOUNT1"
"36066","159.407808","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x6a4f  AAAA ACCOUNT1"
"36067","159.409394","10.10.11.145","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"36068","159.411987","10.10.11.62","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"36070","159.415837","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x837e  A ACCOUNT1"
"36071","159.416864","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xf441  AAAA ACCOUNT1"
"36072","159.420239","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x47f1  A ACCOUNT1"
"36073","159.421217","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xa228  AAAA ACCOUNT1"
"36074","159.427671","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0xc49f  A ACCOUNT1"
"36075","159.428506","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x07f2  AAAA ACCOUNT1"
"36076","159.433608","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x9b34  A ACCOUNT1"
"36077","159.434539","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x2dc2  AAAA ACCOUNT1"
"36078","159.440974","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x9cd2  A ACCOUNT1"
"36079","159.442111","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x61df  AAAA ACCOUNT1"
"36081","159.449012","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x60ce  A ACCOUNT1"
"36082","159.450107","192.168.7.241","224.0.0.252","LLMNR","68","Standard query 0x9c9f  AAAA ACCOUNT1"
"36085","159.460808","fe80::1aa6:f7ff:fed2:17d","ff02::1:2","DHCPv6","128","Solicit XID: 0xc41ea4 CID: 00010001215f16ab18a6f7d2017d "
"36088","159.491078","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xe7ad  A wpad"
"36090","159.522953","10.10.14.19","224.0.0.251","MDNS","124","Standard query 0x0000  SRV SHREE Web-based Configuration._http._tcp.local, ""QM"" question AAAA SHREE.local, ""QM"" question A SHREE.local, ""QM"" question"
"36091","159.522990","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36092","159.553879","fe80::5058:2741:6f11:4e6f","ff02::1:3","LLMNR","152","Standard query 0x6efc  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"36093","159.553923","192.168.3.221","224.0.0.252","LLMNR","132","Standard query 0x6efc  PTR 3.0.0.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa"
"36098","159.633831","10.10.10.123","239.255.255.250","SSDP","136","M-SEARCH * HTTP/1.1 "
"36102","159.735906","192.168.3.31","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36103","159.739542","192.168.15.101","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36108","159.775317","192.168.15.171","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36109","159.777594","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"36110","159.791859","192.168.9.72","192.168.31.255","NBNS","92","Name query NB OFFICE-38F3BA65<20>"
"36114","159.814899","fe80::747c:7a13:51a5:7385","ff02::1:2","DHCPv6","152","Solicit XID: 0x26fe8f CID: 000100011fd6dae9782bcb89a218 "
"36116","159.819144","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36118","159.837218","10.10.13.46","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"36120","159.857748","192.168.3.206","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36123","159.901210","fe80::8127:21ac:9828:c2e0","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"36130","159.974122","192.168.3.243","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"36135","159.990214","192.168.3.221","192.168.3.255","NBNS","92","Name query NB ISATAP<00>"
"36136","160.003898","10.10.12.113","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _D2CA5178._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"36137","160.004616","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36138","160.034866","10.10.12.37","224.0.0.251","MDNS","124","Standard query 0x0000  SRV SHREE Web-based Configuration._http._tcp.local, ""QM"" question AAAA SHREE.local, ""QM"" question A SHREE.local, ""QM"" question"
"36139","160.034916","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36140","160.055344","10.10.10.240","239.255.255.250","SSDP","175","M-SEARCH * HTTP/1.1 "
"36141","160.067418","192.168.16.157","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"36142","160.070265","fe80::4566:e635:f397:4b75","ff02::1:2","DHCPv6","150","Solicit XID: 0x479b63 CID: 000100011ed872e0f48e38877092 "
"36147","160.105565","192.168.7.193","192.168.31.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"36162","160.261480","fe80::744d:feeb:4113:8526","ff02::1:3","LLMNR","95","Standard query 0x873f  A WIN-JJVQTFUFFR8"
"36163","160.261675","192.168.16.144","224.0.0.252","LLMNR","75","Standard query 0x873f  A WIN-JJVQTFUFFR8"
"36166","160.281227","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36167","160.306690","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36168","160.317179","fe80::21e1:a200:ff2e:5b58","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"36171","160.340590","10.10.14.78","224.0.0.251","MDNS","103","Standard query 0x0003  PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"36172","160.341318","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36176","160.369214","fe80::744d:feeb:4113:8526","ff02::1:3","LLMNR","95","Standard query 0x873f  A WIN-JJVQTFUFFR8"
"36177","160.369373","192.168.16.144","224.0.0.252","LLMNR","75","Standard query 0x873f  A WIN-JJVQTFUFFR8"
"36179","160.420230","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36180","160.424050","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"36182","160.427820","192.168.1.1","239.255.255.250","SSDP","400","NOTIFY * HTTP/1.1 "
"36183","160.427833","192.168.1.1","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"36184","160.429657","192.168.1.1","239.255.255.250","SSDP","328","NOTIFY * HTTP/1.1 "
"36185","160.429668","192.168.1.1","239.255.255.250","SSDP","392","NOTIFY * HTTP/1.1 "
"36186","160.431492","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"36187","160.431503","192.168.1.1","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"36188","160.433327","192.168.1.1","239.255.255.250","SSDP","408","NOTIFY * HTTP/1.1 "
"36189","160.433338","192.168.1.1","239.255.255.250","SSDP","396","NOTIFY * HTTP/1.1 "
"36190","160.433623","192.168.1.1","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"36192","160.435424","192.168.1.1","239.255.255.250","SSDP","390","NOTIFY * HTTP/1.1 "
"36193","160.435435","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"36194","160.435438","192.168.1.1","239.255.255.250","SSDP","337","NOTIFY * HTTP/1.1 "
"36195","160.437259","192.168.1.1","239.255.255.250","SSDP","406","NOTIFY * HTTP/1.1 "
"36196","160.437270","192.168.1.1","239.255.255.250","SSDP","292","NOTIFY * HTTP/1.1 "
"36197","160.438570","192.168.1.1","239.255.255.250","SSDP","313","NOTIFY * HTTP/1.1 "
"36198","160.438581","10.10.15.56","224.0.0.251","MDNS","124","Standard query 0x0000  SRV SHREE Web-based Configuration._http._tcp.local, ""QM"" question AAAA SHREE.local, ""QM"" question A SHREE.local, ""QM"" question"
"36199","160.439790","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36202","160.488641","fe80::1aa6:f7ff:fed2:17d","ff02::1:2","DHCPv6","128","Solicit XID: 0xc41ea4 CID: 00010001215f16ab18a6f7d2017d "
"36203","160.503871","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36205","160.527592","192.168.3.208","192.168.31.255","NBNS","92","Name query NB ROBO21<00>"
"36206","160.541276","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"36207","160.541485","192.168.9.72","192.168.31.255","NBNS","92","Name query NB OFFICE-38F3BA65<20>"
"36208","160.543691","192.168.28.35","239.255.255.250","SSDP","178","M-SEARCH * HTTP/1.1 "
"36210","160.556579","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36211","160.557620","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36212","160.558520","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36213","160.563297","192.168.15.101","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36214","160.565350","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36216","160.569253","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36218","160.572141","192.168.16.144","192.168.16.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36222","160.662688","10.10.11.127","10.10.15.255","BROWSER","220","Request Announcement VLSI-PC"
"36227","160.734692","192.168.3.243","192.168.31.255","NBNS","92","Name query NB MICROSOFT.COM<00>"
"36230","160.785652","10.10.15.56","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"36232","160.785754","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36233","160.786706","10.10.12.37","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"36234","160.786726","192.168.5.165","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"36235","160.786736","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.225"
"36236","160.786839","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36237","160.787053","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36238","160.787437","10.10.14.19","224.0.0.251","MDNS","235","Standard query 0x0000  SRV MAYUR Web-based Configuration._http._tcp.local, ""QM"" question AAAA Mayur.local, ""QM"" question A Mayur.local, ""QM"" question TXT MAYUR Web-based Configuration._http._tcp.local, ""QM"" question"
"36239","160.787451","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.225"
"36240","160.787583","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.225"
"36241","160.787977","192.168.7.148","224.0.0.251","MDNS","60","Standard query response 0x0000 "
"36242","160.788486","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A 192.168.16.225"
"36243","160.797650","fe80::d107:c499:311c:b39b","ff02::1:2","DHCPv6","155","Solicit XID: 0x1d6996 CID: 0001000120aff40cf0bf9713cdf8 "
"36247","160.844218","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A, cache flush 192.168.16.225"
"36250","160.865849","10.10.13.46","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"36251","160.867760","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A, cache flush 192.168.16.225"
"36252","160.868417","192.168.16.225","224.0.0.251","MDNS","81","Standard query response 0x0000  A, cache flush 192.168.16.225"
"36253","160.869210","192.168.7.193","192.168.31.255","NBNS","92","Name query NB 4NBIZAC8.RU<00>"
"36257","160.933636","192.168.3.216","192.168.31.255","NBNS","92","Name query NB WPAD.<00>"
"36264","160.948589","fe80::4046:d001:d60a:e934","ff02::1:3","LLMNR","95","Standard query 0xe815  A WIN-JJVQTFUFFR8"
"36265","160.948713","192.168.14.150","224.0.0.252","LLMNR","75","Standard query 0xe815  A WIN-JJVQTFUFFR8"
"36270","161.030677","192.168.7.28","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36271","161.053467","fe80::4046:d001:d60a:e934","ff02::1:3","LLMNR","95","Standard query 0xe815  A WIN-JJVQTFUFFR8"
"36272","161.053497","192.168.14.150","224.0.0.252","LLMNR","75","Standard query 0xe815  A WIN-JJVQTFUFFR8"
"36273","161.056539","fe80::3899:25a3:a885:9d5b","ff02::1:2","DHCPv6","145","Solicit XID: 0xb6809 CID: 0001000120f84854484d7eaff2ee "
"36274","161.056569","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36276","161.078967","192.168.9.60","192.168.31.255","NBNS","92","Name query NB GOOGLE.COM<00>"
"36285","161.169828","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36293","161.253813","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36295","161.256423","192.168.14.150","192.168.31.255","NBNS","92","Name query NB WIN-JJVQTFUFFR8<00>"
"36300","161.291550","192.168.9.72","192.168.31.255","NBNS","92","Name query NB OFFICE-38F3BA65<20>"
"36301","161.304126","192.168.15.171","192.168.31.255","NBNS","92","Name query NB G.CEIPMSN.COM<00>"
"36302","161.306476","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36303","161.307497","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36304","161.308491","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36306","161.315179","192.168.15.101","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36307","161.315350","192.168.15.177","192.168.31.255","NBNS","92","Name query NB BING.COM<00>"
"36308","161.320081","192.168.9.73","192.168.31.255","NBNS","92","Name query NB WPAD<00>"
"36309","161.320559","192.168.9.73","224.0.0.252","LLMNR","64","Standard query 0xb857  A wpad"
